Compound_ID,Activity_Label,Source,SMILES,MolWt,LogP,HBA,HBD
CHEMBL2441054,0,ChEMBL_PKM2,[H]c1nc([H])c([H])c(N2C([H])([H])C([H])([H])C([H])(C(=O)N([H])c3c([H])c([H])c([H])c(OC([H])([H])c4c([H])c([H])c(F)c([H])c4[H])c3[H])C([H])([H])C2([H])[H])c1[H],405.4729999999997,4.654800000000003,4,1
CHEMBL2441055,0,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])n2c(-c3c([H])c(N([H])[H])c([H])c(N([H])[H])c3[H])c([H])nc(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2=O)c([H])c1[H])N([H])[H],448.5309999999997,1.495470000000001,8,6
CHEMBL2441057,0,ChEMBL_PKM2,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)c1nc([H])c([H])s1)N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])S(=O)(=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C(=O)N([H])[H],656.7910000000016,0.1649700000000065,9,7
CHEMBL2441058,0,ChEMBL_PKM2,[H]OC(=O)C([H])([H])c1c([H])c(-c2nc3c([H])c([H])c(N([H])[H])n([H])c-3c2[H])c(O[H])c(-c2c([H])c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c2[H])c1[H],437.47699999999986,3.1669,7,4
CHEMBL253991,1,ChEMBL_PKM2,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)c1nc([H])c([H])s1)N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])S(=O)(=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])c1c([H])c([H])c(Cl)c([H])c1[H],724.3090000000014,3.1856700000000036,8,6
CHEMBL257867,1,ChEMBL_PKM2,[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])[C@]([H])(C(=O)C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])N=C(N([H])[H])N([H])[H])N([H])C(=O)C([H])([H])[H])c([H])c1[H],605.7400000000018,1.3391000000000055,6,5
CHEMBL262061,1,ChEMBL_PKM2,[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])[C@]([H])(C([H])([H])Cl)C([H])([H])C([H])([H])C([H])([H])N=C(N([H])[H])N([H])[H])N([H])[H])c([H])c1[H],422.9609999999996,0.3246000000000031,4,4
CHEMBL264258,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C@@]2([H])N(C(=O)[C@]([H])(N([H])C([H])([H])C(=O)O[H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H])N([H])[H],429.5209999999997,0.8108700000000015,6,5
CHEMBL264389,1,ChEMBL_PKM2,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)c1nc([H])c([H])s1)N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])S(=O)(=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])O[H],629.7650000000016,0.28187000000000695,9,7
CHEMBL265315,1,ChEMBL_PKM2,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)c1nc2c([H])c([H])c([H])c([H])c2s1)N([H])C(=O)[C@@]1([H])N2C([H])(C([H])([H])C([H])([H])[C@@](N([H])[H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])C([H])([H])C1([H])[H],547.7290000000016,2.794070000000003,7,5
CHEMBL266349,1,ChEMBL_PKM2,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)c1nc2c([H])c([H])c([H])c([H])c2s1)N([H])C(=O)[C@@]1([H])N2N(C([H])([H])C([H])([H])[C@@](N([H])[H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])C([H])([H])C1([H])[H],548.7170000000017,1.8622700000000016,8,5
CHEMBL269354,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)C([H])([H])[H])c([H])c1Cl)N([H])[H],431.8799999999998,2.39417,5,5
CHEMBL275859,1,ChEMBL_PKM2,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)[C@@]1([H])N2N(C([H])([H])C([H])([H])[C@@](N([H])[H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])C([H])([H])C1([H])[H])C([H])([H])Cl,436.00399999999956,0.6084700000000027,5,5
CHEMBL27852,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C(=O)N([H])[C@]([H])(c2c([H])c([H])c([H])c(Br)c2[H])C([H])([H])[H])c([H])c1Cl)N([H])[H],452.7399999999998,3.3854700000000006,3,5
CHEMBL282830,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c(Br)c2[H])c([H])c1[H])N([H])[H],404.26799999999974,2.171070000000001,3,5
CHEMBL284094,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(c2c([H])c([H])c3c(c2[H])N([H])C(=O)C([H])([H])O3)C([H])([H])[H])c([H])c1[H])N([H])[H],410.4339999999998,1.3004699999999993,5,6
CHEMBL284436,1,ChEMBL_PKM2,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)c1nc([H])c([H])s1)N([H])C(=O)C([H])([H])n1c(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(Cl)nc(N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1=O,621.1670000000015,3.2295700000000025,9,5
CHEMBL285689,1,ChEMBL_PKM2,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)c1nc([H])c([H])s1)N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])S(=O)(=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])c1c([H])c([H])c([H])c(C(F)(F)F)c1[H],757.8610000000014,3.5510700000000046,8,6
CHEMBL287473,1,ChEMBL_PKM2,[H]OC(=O)C(F)(F)F.[H]O[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])S(=O)(=O)C([H])([H])[C@@]1([H])C(=O)N([H])C([H])([H])c1c([H])c(Cl)c([H])c([H])c1C([H])([H])N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],559.9910000000013,1.0808000000000004,8,4
CHEMBL290334,1,ChEMBL_PKM2,[H]OC(=O)C(F)(F)F.[H]O[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])SC([H])([H])[C@@]1([H])C(=O)N([H])C([H])([H])c1c([H])c(Cl)c([H])c([H])c1C([H])([H])N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],527.9930000000005,2.3991999999999996,7,4
CHEMBL308948,1,ChEMBL_PKM2,[H]OC(=O)C(F)(F)F.[H]O[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])OC([H])([H])[C@@]1([H])C(=O)N([H])C([H])([H])c1c([H])c(Cl)c([H])c([H])c1C([H])([H])N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],511.92499999999967,1.6825999999999999,7,4
CHEMBL309394,1,ChEMBL_PKM2,[H]OC(=O)C(F)(F)F.[H]O[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@@]1([H])C(=O)N([H])C([H])([H])c1c([H])c(Cl)c([H])c([H])c1C([H])([H])N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],524.9680000000003,1.597799999999999,7,4
CHEMBL3114553,0,ChEMBL_PKM2,[H]OC(=O)C(F)(F)F.[H]O[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])N([H])C([H])([H])[C@@]1([H])C(=O)N([H])C([H])([H])c1c([H])c(Cl)c([H])c([H])c1C([H])([H])N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],510.9409999999996,1.2555999999999998,7,5
CHEMBL3114555,0,ChEMBL_PKM2,[H]OC(=O)C(F)(F)F.[H]O[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])C([H])([H])c1c([H])c(Cl)c([H])c([H])c1C([H])([H])N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],509.9529999999996,2.8362999999999996,6,4
CHEMBL3114556,0,ChEMBL_PKM2,[H]OC(=O)C(F)(F)F.[H]O[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])C([H])([H])c1c([H])c(Cl)c([H])c([H])c1C([H])([H])N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],495.92599999999965,2.4461999999999997,6,4
CHEMBL3114557,0,ChEMBL_PKM2,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)c1nc([H])c([H])s1)N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])S(=O)(=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1F,707.8540000000015,2.671370000000003,8,6
CHEMBL3114558,0,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])(N([H])C(=O)[C@]([H])(N([H])C([H])([H])C(=O)O[H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H])N([H])[H],528.6980000000004,1.864670000000002,7,7
CHEMBL3114559,0,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],554.6720000000014,5.570270000000003,6,5
CHEMBL3114560,0,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])C(c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])C([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],504.58999999999975,5.297670000000002,5,5
CHEMBL311553,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])C(c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])C([H])(c1c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3C(=O)O[H])c([H])c(N([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H])N2[H])N([H])[H],603.7230000000017,6.282270000000004,6,6
CHEMBL3115894,0,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c(C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(=O)O[H])N2[H])N([H])[H],546.6710000000016,6.410470000000005,5,5
CHEMBL3124966,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1C(=O)O[H])N2[H])N([H])[H],447.5379999999998,6.024670000000005,4,4
CHEMBL3127370,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c(C(=O)O[H])c([H])c1C(=O)O[H])N2[H])N([H])[H],491.54699999999985,5.722870000000005,6,5
CHEMBL3127463,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],546.6710000000016,6.410470000000005,5,5
CHEMBL3127464,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C(=O)O[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],491.54699999999985,5.722870000000005,6,5
CHEMBL3127465,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C(=O)O[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],505.5739999999998,5.896970000000004,6,5
CHEMBL3127466,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],504.58999999999975,5.297670000000002,5,5
CHEMBL3127468,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],533.632000000001,5.950070000000004,5,6
CHEMBL3127469,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C#N)c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],486.57499999999976,6.0704500000000055,5,4
CHEMBL3127470,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(N([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],476.5799999999997,5.780970000000004,5,5
CHEMBL3127473,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C(=O)OC([H])([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],519.6010000000002,5.985370000000006,6,4
CHEMBL3127474,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],461.5649999999997,6.198770000000005,4,4
CHEMBL3127475,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],518.6170000000002,6.157170000000005,5,5
CHEMBL3127476,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],518.6170000000002,5.558370000000004,5,5
CHEMBL3127477,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],546.6710000000016,6.336970000000005,5,5
CHEMBL3127478,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],518.6610000000001,6.260370000000006,5,4
CHEMBL3127479,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],560.6980000000017,6.7270700000000065,5,5
CHEMBL3127480,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@]([H])(c1c([H])c([H])c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3C(=O)O[H])c1[H])N2[H])N([H])[H],504.58999999999975,5.297670000000002,5,5
CHEMBL3127481,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[C@@]([H])(c1c([H])c(-c3c([H])c([H])c([H])c([H])c3C(=O)O[H])c([H])c(N([H])[H])c1[H])N2[H])N([H])[H],462.55299999999977,5.606870000000004,5,5
CHEMBL3127482,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3C(=O)O[H])c([H])c(N([H])[H])c1[H])N2[H])N([H])[H],519.6050000000001,4.879870000000001,6,6
CHEMBL3127483,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3C(=O)O[H])c([H])c(N([H])C(=O)C([H])([H])[H])c1[H])N2[H])N([H])[H],561.6420000000015,5.256070000000003,6,6
CHEMBL3127484,0,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3C(=O)O[H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])[H])c1[H])N2[H])N([H])[H],575.6690000000016,5.646170000000003,6,6
CHEMBL3127485,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3C(=O)O[H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])c1[H])N2[H])N([H])[H],589.6960000000016,6.036270000000004,6,6
CHEMBL3127486,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3C(=O)O[H])c([H])c(N([H])C(=O)C3([H])C([H])([H])C3([H])[H])c1[H])N2[H])N([H])[H],587.6800000000015,5.646170000000003,6,6
CHEMBL3127487,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c2c(c1[H])[C@](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3C(=O)O[H])c([H])c(N([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H])N2[H])N([H])[H],603.7230000000017,6.282270000000004,6,6
CHEMBL3127488,1,ChEMBL_PKM2,[H]C(=O)[C@@]([H])(N([H])C(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N(N([H])C(=O)C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])N=C(N([H])[H])N([H])[H],458.56299999999953,0.610000000000003,5,4
CHEMBL3127489,1,ChEMBL_PKM2,[H]C(=O)[C@@]([H])(N([H])C(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])N=C(N([H])[H])N([H])[H],516.6429999999998,1.9986000000000015,6,4
CHEMBL3127490,1,ChEMBL_PKM2,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)C(=O)[C@@]([H])(N([H])C(=O)[C@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N=C(N([H])[H])N([H])[H])c([H])c1[H],659.7850000000019,1.0906000000000076,9,5
CHEMBL3127491,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(N([H])C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])c2c([H])c([H])c(Cl)c(Cl)c2[H])C([H])([H])[H])c([H])c1[H])N([H])[H],408.28899999999976,3.1038700000000015,3,5
CHEMBL320488,0,ChEMBL_PKM2,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)C(=O)[C@@]([H])(N([H])C(=O)[C@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N=C(N([H])[H])N([H])[H])c([H])c1[H],645.7580000000019,0.7005000000000066,9,5
CHEMBL321444,0,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(N([H])C(=O)N([H])C([H])(C(=O)N([H])[C@]([H])(c2c([H])c([H])c([H])c(Br)c2[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H])N([H])[H],494.3929999999998,4.473370000000002,3,5
CHEMBL322034,0,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(c2c([H])c([H])c(N([H])C(=O)c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H])N([H])[H],458.5219999999998,3.221870000000001,4,6
CHEMBL32375,0,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(c2c([H])c([H])c(Cl)c(Cl)c2[H])C([H])([H])[H])c([H])c1[H])N([H])[H],408.28899999999976,3.276370000000001,3,5
CHEMBL326462,0,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(c2c([H])c([H])c(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c(Br)c2[H])C([H])([H])[H])c([H])c1[H])N([H])[H],503.4009999999997,2.568670000000001,5,5
CHEMBL32851,1,ChEMBL_PKM2,[H]N=C(c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(c2c([H])c([H])c(Oc3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H])N([H])[H],461.52199999999976,3.7704700000000013,5,5
CHEMBL330943,1,ChEMBL_PKM2,[H]c1c(Cl)sc(C(=O)N([H])C([H])([H])[C@]2([H])OC(=O)N3c4c([H])c([H])c(N5C(=O)C([H])([H])OC([H])([H])C5([H])[H])c([H])c4OC([H])([H])[C@]32[H])c1[H],463.8989999999999,2.2809,7,1
CHEMBL330964,1,ChEMBL_PKM2,[H]c1c(Cl)sc(C(=O)N([H])C([H])([H])[C@]2([H])OC(=O)N3c4c([H])c([H])c(N5C(=O)C([H])([H])OC([H])([H])C5([H])[H])c([H])c4SC([H])([H])[C@]32[H])c1[H],479.96699999999987,2.994200000000002,7,1
CHEMBL332753,1,ChEMBL_PKM2,[H]c1c(Cl)sc(C(=O)N([H])C([H])([H])[C@]2([H])OC(=O)N3c4c([H])c([H])c(N5C(=O)C([H])([H])OC([H])([H])C5([H])[H])c([H])c4C([H])([H])C([H])([H])[C@]32[H])c1[H],461.9269999999998,2.8347000000000007,6,1
CHEMBL332983,1,ChEMBL_PKM2,[H]c1c(Cl)sc(C(=O)N([H])C([H])([H])[C@]2([H])OC(=O)N3c4c([H])c([H])c(N5C(=O)C([H])([H])OC([H])([H])C5([H])[H])c([H])c4N([H])C([H])([H])[C@]32[H])c1[H],462.9149999999998,2.314,7,2
