Compound_ID,SMILES,Activity_Label,Source
CHEMBL100030,COc1ccc2nc3c(cc2c1)nc(O)n3C,1,ChEMBL_Anticancer
CHEMBL100031,Nc1nc(N)c2nc(CN3CCN(c4ccccc4)CC3)nnc2n1,0,ChEMBL_Anticancer
CHEMBL100033,CO[C@@H](Cc1ccccc1)[C@@H](C)/C=C(C)/C=C/[C@H](NC(C)=O)[C@H](C)C(=O)N1C[C@H](C(=O)O)C[C@H]1C(=O)O,0,ChEMBL_Anticancer
CHEMBL100035,C/C(=C\c1ccc(NS(=O)(=O)c2ccccc2)cc1)C(=O)NO,1,ChEMBL_Anticancer
CHEMBL10004,O=C(Nc1ccc(OCCCCCCCn2cnnn2)cc1)c1c(O)nc2ccc(-c3cc4ccccc4s3)cc2c1O,1,ChEMBL_Anticancer
CHEMBL100040,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2SCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CS(=O)(=O)c1ccc(F)cc1)NC(=O)C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL100043,CC(C)c1ccccc1Sc1ccc(/C=C/C(=O)N2CCC(S(=O)(=O)O)CC2)cc1[N+](=O)[O-],1,ChEMBL_Anticancer
CHEMBL100044,C[C@H](S)C(=O)NC1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3,1,ChEMBL_Anticancer
CHEMBL100045,CCC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)=C(COC)N1,1,ChEMBL_Anticancer
CHEMBL100049,Cc1cnc(NCC(F)(F)c2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1,1,ChEMBL_Anticancer
CHEMBL100052,O=C1c2ccccc2CC12CCN(CCc1cccc3ccccc13)CC2,1,ChEMBL_Anticancer
CHEMBL100055,O=C(CCCSC[C@H](NC(=O)c1ccc(F)cc1)C(=O)NCc1ccccc1)NO,0,ChEMBL_Anticancer
CHEMBL100058,O=C(CCCSC[C@H](NC(=O)CCc1ccccn1)C(=O)NCc1ccccc1)NO,0,ChEMBL_Anticancer
CHEMBL100059,C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)NNc2ccccc2)c1,1,ChEMBL_Anticancer
CHEMBL100060,C/C=C/C(=O)N[C@@H](CSCCCC(=O)NO)C(=O)NCc1ccccc1,0,ChEMBL_Anticancer
CHEMBL100063,CCCCCCCC[C@H](N[C@@H](CC)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)O,1,ChEMBL_Anticancer
CHEMBL100065,Cc1ccc2[nH]c3c(c2c1)C(C)C(NC(=O)Nc1c(C(C)C)cccc1C(C)C)(C(=O)NCC1(c2ccccn2)CCCCC1)CC3,1,ChEMBL_Anticancer
CHEMBL100067,N=C(N)c1cccc(C(=O)N2Cc3ccc(O)cc3C[C@@H]2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,1,ChEMBL_Anticancer
CHEMBL100069,COc1ccc(C(=O)Nc2ccc(C(=O)N3CCC4(C=CCCC4)Cc4ccccc43)cc2)cc1OC,1,ChEMBL_Anticancer
CHEMBL10007,CCCC(=O)NCCc1c2n(c3ccc(OCC)cc13)CCCc1ccccc1-2,1,ChEMBL_Anticancer
CHEMBL100071,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(\O)OCC)C1C,1,ChEMBL_Anticancer
CHEMBL100075,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1.[O-][Cl+3]([O-])([O-])[O-],1,ChEMBL_Anticancer
CHEMBL100076,COc1cc(Nc2c(C#N)cnc3cc(-c4ccccc4CN4CCOCC4)ccc23)c(Cl)cc1Cl,1,ChEMBL_Anticancer
CHEMBL100079,CCC(CO)Nc1nc(NCc2ccccc2)c2nc(Cl)n(C(C)C)c2n1,0,ChEMBL_Anticancer
CHEMBL10008,CC(C)(C)C(=O)Oc1ccccc1C(=O)OCc1cc(=O)c(OC(=O)C(C)(C)C)co1,1,ChEMBL_Anticancer
CHEMBL100081,COc1ccc(S(=O)(=O)N(Cc2ccc(OCCN3CCCCC3)cc2)c2c(C)cccc2C(=O)NO)cc1,1,ChEMBL_Anticancer
CHEMBL100082,O=C([O-])c1ccc2ccc(/C=C/c3ccc(O)c(O)c3)nc2c1O.[Na+],0,ChEMBL_Anticancer
CHEMBL100086,COc1cccc(CN2CCN(C3CCC(O)(c4ccc5c(c4)OCO5)CC3)CC2)c1,0,ChEMBL_Anticancer
CHEMBL100089,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CS(=O)(=O)c1ccc2ccccc2c1)NS(C)(=O)=O,1,ChEMBL_Anticancer
CHEMBL10009,CCCC(=O)NCCc1c2n(c3ccc(OC)cc13)Cc1ccccc1-2,1,ChEMBL_Anticancer
CHEMBL100091,CCCCOCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,1,ChEMBL_Anticancer
CHEMBL100092,CCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,1,ChEMBL_Anticancer
CHEMBL100095,COCC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,0,ChEMBL_Anticancer
CHEMBL100096,C=C1CC(COc2cc(C(=O)O)n(C)n2)(c2ccc(Cl)cc2)OC1=O,0,ChEMBL_Anticancer
CHEMBL100099,COc1cc2c(cc1OC)[C@@H](Nc1ccc(C#N)cc1)[C@H]1COC(=O)[C@@H]1[C@@H]2c1cc(OC)c(O)c(OC)c1,1,ChEMBL_Anticancer
CHEMBL100100,CN(C)c1cccc2c(S(=O)(=O)N(C)C[C@H](C(=O)NO)[C@@H](CC3CCCC3)C(=O)N3CCCCC3)cccc12,1,ChEMBL_Anticancer
CHEMBL100102,NCCCCCCNC1=C(c2cc3ccccc3[nH]2)C(=O)NC1=O,0,ChEMBL_Anticancer
CHEMBL100104,CCC(=O)NCCc1cc2c(OC)cccc2n1-c1ccccc1,1,ChEMBL_Anticancer
CHEMBL100105,Cc1ccc(/C=C2\CN(C)Cc3c2nc(O)c(C#N)c3-c2ccc(C)cc2)cc1,0,ChEMBL_Anticancer
CHEMBL100109,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)B(O)O,1,ChEMBL_Anticancer
CHEMBL100110,O=C(CCC(=O)N1CCCCC1)Nc1cc2c3ccccc3ccc2c2ccccc12,0,ChEMBL_Anticancer
CHEMBL100112,COc1ccc2c(c1)C(=O)CC(=O)N2,0,ChEMBL_Anticancer
CHEMBL100113,Nc1nc(O)c2c(n1)NCCN2/C(S)=N/c1ccccc1,0,ChEMBL_Anticancer
CHEMBL100114,COc1ccc(OCC(=O)N[C@@H](CC(C)C)C(=O)N[C@H]2CC(=O)OC2O)c2ccccc12,1,ChEMBL_Anticancer
CHEMBL100115,CCC(CC)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)N1CCCC1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C,0,ChEMBL_Anticancer
CHEMBL100116,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,1,ChEMBL_Anticancer
CHEMBL100120,NC(=O)C(c1ccc2c(c1)OCO2)c1c2ccccc2nc2ccccc12,1,ChEMBL_Anticancer
CHEMBL100121,CCOC(=O)CCN1CCN(c2cc(-c3ccccc3)nc3nc(C)ccc23)CC1,0,ChEMBL_Anticancer
CHEMBL100134,CCN(CC)CC#CCN(c1c(C)cc(Br)cc1C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,1,ChEMBL_Anticancer
CHEMBL100138,CS(=O)(=O)Nc1cc(C(O)CNC(Cc2ccccc2)c2ccsc2)ccc1O,1,ChEMBL_Anticancer
CHEMBL10014,O=C(O)CCCCCCCOc1ccc(NC(=O)c2c(O)nc3ccc(-c4cc5ccccc5s4)cc3c2O)cc1,1,ChEMBL_Anticancer
CHEMBL100140,NC(CS)CCCCC(=O)O,1,ChEMBL_Anticancer
CHEMBL100141,FC(F)(F)c1cc(CO[C@H]2CCCN(Cc3ccco3)[C@H]2c2ccccc2)cc(C(F)(F)F)c1,1,ChEMBL_Anticancer
CHEMBL100146,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)CCc3ccccc3)CC2C(=O)NO)cc1,1,ChEMBL_Anticancer
CHEMBL10015,CCN(c1nc(C)cc(-c2ccccc2C(F)(F)F)n1)c1c(Br)cc(N(C)C)cc1OC,1,ChEMBL_Anticancer
CHEMBL100151,O=C(O)CC(NC(=O)C1CC(=O)N(c2cccc(NC3=NCCN3)c2)C1)c1cccnc1,1,ChEMBL_Anticancer
CHEMBL100154,Cc1cccnc1NC(P(C)(=O)O)P(=O)(O)O,1,ChEMBL_Anticancer
CHEMBL100156,CS(=O)(=O)c1ccc(-c2cscc2-c2ccccc2)cc1,1,ChEMBL_Anticancer
CHEMBL100158,C=C[C@@]1(O)[C@@H](CO)O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H]1O,0,ChEMBL_Anticancer
CHEMBL10016,COc1cc2c(-c3ccc4c(c3)OCO4)c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c2cc1OCc1ccccc1,1,ChEMBL_Anticancer
CHEMBL100162,CNCCCN(C(=O)c1cc2ccccc2s1)c1ccccc1SCc1ccccc1,0,ChEMBL_Anticancer
CHEMBL100164,C=CCNC(=O)Oc1ccc(C[C@H](NC(=O)c2ccccc2Cl)C(=O)O)cc1,1,ChEMBL_Anticancer
CHEMBL100165,CC(C)c1cc(-c2ccc(F)cc2)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1.[Na+],1,ChEMBL_Anticancer
CHEMBL100172,COCCOc1cc2c(cc1OC)Nc1ncnc(Nc3cc(OC)c(Cl)cc3Cl)c1C2,1,ChEMBL_Anticancer
CHEMBL100173,C#C[C@@]1(O)C[C@H](c2cc(OC)c(OC)c(OC)c2)[C@@H]2C(=O)c3c(c(O)c4ccccc4c3O)C(=O)[C@@H]2C1,1,ChEMBL_Anticancer
CHEMBL100174,CCCCN(C)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)c(C)c1,1,ChEMBL_Anticancer
CHEMBL100181,Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc2[nH]ncc2c1,1,ChEMBL_Anticancer
CHEMBL100182,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)NCCN(C)C)c35)[nH]c2c(OC)c1OC,1,ChEMBL_Anticancer
CHEMBL100185,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C4SCCCS4)c35)[nH]c2c(OC)c1OC,1,ChEMBL_Anticancer
CHEMBL100187,CN(CC(=O)N[C@@H](CCCCN)B(O)O)C(=O)Cc1ccccc1,1,ChEMBL_Anticancer
CHEMBL10019,COc1ccc(-c2c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c3cc(OC)c(OC)cc23)cc1OC,1,ChEMBL_Anticancer
CHEMBL100194,Nc1cccc2ncccc12,0,ChEMBL_Anticancer
CHEMBL100195,CC(C)(C)OC(=O)NCCCC(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,1,ChEMBL_Anticancer
CHEMBL1002,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,1,ChEMBL_Anticancer
CHEMBL10020,CC[C@@H](NC(=O)c1c(Cl)c(-c2ccccc2)nc2ccccc12)c1ccccc1,1,ChEMBL_Anticancer
CHEMBL100202,CO[C@@H](Cc1ccccc1)[C@@H](C)/C=C(C)/C=C/[C@H](NC(C)=O)[C@H](C)C(=O)N[C@H](CCC(=O)N(C)CC(=O)N[C@H](C)C(=O)O)C(=O)O,0,ChEMBL_Anticancer
CHEMBL100203,Cc1sc(C)c2c1SCc1cnn(C)c1-2,1,ChEMBL_Anticancer
CHEMBL100205,COc1cc(NC(=O)/C=C/c2ccc(Cl)cc2)ccc1-c1cnco1,1,ChEMBL_Anticancer
CHEMBL100206,O=C(O)CCSC1=CC(=O)c2ccccc2C1=O,1,ChEMBL_Anticancer
CHEMBL100209,Cl.Clc1cc(CO/N=C/C2CN3CCC2C3)on1,1,ChEMBL_Anticancer
CHEMBL100213,N#Cc1cc(C(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)OCc2ccccc2)no1,1,ChEMBL_Anticancer
CHEMBL100219,COc1cccc2c1-c1ccc3c(c1C(c1cc(C)cc(Br)c1)O2)C(C)=CC(C)(C)N3,1,ChEMBL_Anticancer
CHEMBL100220,COC(=O)Cn1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2,1,ChEMBL_Anticancer
CHEMBL100230,N#Cc1ccc(Cn2cncc2CN[C@@H]2CCN(c3ccccc3)C2=O)cc1,1,ChEMBL_Anticancer
CHEMBL100231,CC(C)c1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCCC3)cc2)cc1,1,ChEMBL_Anticancer
CHEMBL100232,O=P(O)(O)C(O)(CCNCCCSc1ccccc1)P(=O)(O)O,1,ChEMBL_Anticancer
CHEMBL100235,Cc1n[nH]c2ccc(CNC(=O)Cn3c(C)cnc(NCCc4ccccc4)c3=O)cc12,1,ChEMBL_Anticancer
CHEMBL100239,Nc1nc(N)c2c(Sc3ccccc3)cccc2n1,1,ChEMBL_Anticancer
CHEMBL10024,COc1ccc(Sc2ccc(NC3=NCCCN3)cc2)cc1,1,ChEMBL_Anticancer
CHEMBL100241,CO[C@]1(c2cc(F)cc(OCc3ccc4c(ccc(=O)n4C)c3)c2)CCO[C@@H](C)C1,1,ChEMBL_Anticancer
CHEMBL100242,C/C=C/[C@@H](CC(=O)O)NC(=O)C[C@@H](CC(C)C)NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,0,ChEMBL_Anticancer
CHEMBL100246,N=C(N)NCCCCC(=O)NCC(=O)NCCC(=O)O,0,ChEMBL_Anticancer
CHEMBL100250,CS(=O)(=O)c1ccc(-c2ccsc2-c2ccccc2)cc1,1,ChEMBL_Anticancer
CHEMBL100259,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,1,ChEMBL_Anticancer
CHEMBL10026,O=C1/C(=C/c2ccncc2)C(c2ccccc2)Oc2ccccc21,1,ChEMBL_Anticancer
CHEMBL100262,C[C@H]1O[C@@H](n2cc(-c3ccc(F)cc3)c3c(Nc4ccc(F)cc4)ncnc32)[C@H](O)[C@@H]1O,1,ChEMBL_Anticancer
CHEMBL100266,CN(C)CCOC(=O)c1cccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)c1,1,ChEMBL_Anticancer
CHEMBL100267,COc1ccc2cc(C(=O)O)ccc2c1C(=O)O,0,ChEMBL_Anticancer
CHEMBL100273,CC(C)C[C@@H](C(=O)N(C)C)[C@H](CN(C)S(C)(=O)=O)C(=O)NO,1,ChEMBL_Anticancer
CHEMBL100277,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)Nc2nc(CC(=O)O)cs2)cc1,0,ChEMBL_Anticancer
CHEMBL100279,COc1ccc(/C=C/[C@@H](C)[C@@H]2C/C=C/C(=O)N[C@H](Cc3ccc(OC)c(Cl)c3)C(=O)NCC(C)(C)C(=O)O[C@@H](CC(C)C)C(=O)O2)cc1,1,ChEMBL_Anticancer
CHEMBL100280,COc1ccc(S(=O)(=O)N(C)c2c(CN3CCOCC3)cccc2C(=O)NO)cc1,1,ChEMBL_Anticancer
CHEMBL100282,COc1ccc(N)c(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,1,ChEMBL_Anticancer
CHEMBL100285,Nc1nc(O)c2nc(COC(=O)c3ccc(C4(C(F)(F)F)N=N4)cc3)cnc2n1,0,ChEMBL_Anticancer
CHEMBL100288,CCS(=O)(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1,ChEMBL_Anticancer
CHEMBL100295,CCCc1cnc(NC(P(=O)(O)O)P(=O)(O)O)s1,1,ChEMBL_Anticancer
CHEMBL100296,N=C(N)c1ccc(Cn2ccc3cc([N+](=O)[O-])ccc32)cc1,0,ChEMBL_Anticancer
CHEMBL100297,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccccc1C(=O)N(CCCN1CCSCC1)CCc1c[nH]c2ccccc12,1,ChEMBL_Anticancer
CHEMBL100298,O=C(c1ccccc1C(=O)N(CCCN1CCSCC1)CCc1c[nH]c2ccccc12)N(CCCN1CCSCC1)CCc1c[nH]c2ccccc12,1,ChEMBL_Anticancer
CHEMBL1003,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+],0,ChEMBL_Anticancer
CHEMBL10030,O=C(c1ccc(OCCN2CCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1,ChEMBL_Anticancer
CHEMBL100302,O=C(CN1C(=O)c2ccccc2C1=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1,ChEMBL_Anticancer
CHEMBL100305,COc1cc(OC)c2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2c1,0,ChEMBL_Anticancer
CHEMBL100309,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2cc(Br)ccc2N1,1,ChEMBL_Anticancer
CHEMBL10031,O=C(NC1(c2ccccc2)CCCC1)c1cc(-c2ccccc2)nc2ccccc12,1,ChEMBL_Anticancer
CHEMBL100312,CC(C)(C)OC(=O)n1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2,1,ChEMBL_Anticancer
CHEMBL100316,CC(C)C[C@H](CCS(=O)(=O)c1ccc2ccccc2c1)C(=O)N[C@H](C=O)CC(C)C,1,ChEMBL_Anticancer
CHEMBL10032,CCN(c1nc(C)cc(-c2cccc(-c3ccccc3)c2)n1)c1ccc(C(C)C)cc1Br,1,ChEMBL_Anticancer
CHEMBL100320,CC(C)C[C@H](NC(=O)NCc1ccc(F)cc1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)C,1,ChEMBL_Anticancer
CHEMBL100324,CN1CCN(C(=O)CCC(=O)Nc2ccc3c(ccc4c5ccccc5ccc34)c2)CC1,1,ChEMBL_Anticancer
CHEMBL100325,COc1cc([C@@H]2c3cc(O)c(O)cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)cc(OC)c1O,0,ChEMBL_Anticancer
CHEMBL100326,CN1C/C(=C\c2ccncc2)C(=O)/C(=C/c2ccncc2)C1,0,ChEMBL_Anticancer
CHEMBL100329,CCN(CC)CCNC(=O)c1cccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)c1,1,ChEMBL_Anticancer
CHEMBL100331,CCCCCCCCNC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,1,ChEMBL_Anticancer
CHEMBL100333,Nc1[nH]nc2ccc(C(=O)N[C@@H](C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)c3ccccc3)cc12,0,ChEMBL_Anticancer
CHEMBL100334,CN(CCOCCNC(=S)NC(=O)c1ccccc1)Cc1ccccc1,1,ChEMBL_Anticancer
CHEMBL100335,Cc1cnc(NC(P(=O)(O)O)P(=O)(O)O)s1,1,ChEMBL_Anticancer
CHEMBL100336,O=C(O)Cc1ccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)cc1,1,ChEMBL_Anticancer
CHEMBL100339,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)Nc2cn(CCC(=O)O)c(C)n2)cc1,1,ChEMBL_Anticancer
CHEMBL10034,CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1,ChEMBL_Anticancer
CHEMBL100346,CCCn1c(=O)c2c(nnn2C2CCCC2)n(CCC)c1=O,0,ChEMBL_Anticancer
CHEMBL100347,CCCn1c(=O)c2nn(C3CCCC3)nc2n(CCC)c1=O,0,ChEMBL_Anticancer
CHEMBL100348,Nc1nc(-c2cnn(CCCc3ccccc3)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1,ChEMBL_Anticancer
CHEMBL100349,O=C(O)CCCCCCC/C=C(/c1ccccc1)c1cccnc1,1,ChEMBL_Anticancer
CHEMBL100350,O=C(Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1)c1ccc(Cl)cc1,0,ChEMBL_Anticancer
CHEMBL100361,COc1c(Br)cc2cc1Oc1ccc(cc1)CC(O)COC(=O)CC2,1,ChEMBL_Anticancer
CHEMBL100365,Cc1ccc2nc3c(cc2c1C)nc(O)n3C,1,ChEMBL_Anticancer
CHEMBL100366,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C=O)C12,1,ChEMBL_Anticancer
CHEMBL100367,O=C(O)C1CCCN(C(=O)/C=C/c2ccc(Sc3ccc4c(c3)OCCO4)c(C(F)(F)F)c2)C1,1,ChEMBL_Anticancer
CHEMBL100369,CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)N[C@H](CCC(=O)O)C(=O)O,0,ChEMBL_Anticancer
CHEMBL100370,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CC=CCC1,1,ChEMBL_Anticancer
CHEMBL100372,CC(C)c1ccccc1Sc1ccc(/C=C/C(=O)N2CCN(C(=O)c3ccncc3)CC2)cc1[N+](=O)[O-],1,ChEMBL_Anticancer
CHEMBL100378,CCS[C@@H]1c2cc3c(cc2[C@@H](c2cc(OC)c(OC)c(OC)c2)[C@H]2C(=O)OC[C@@H]21)OCO3,1,ChEMBL_Anticancer
CHEMBL100379,C[C@H](NC(=O)/C=C/c1ccc(F)cc1)c1ccc(F)c(N2CCOCC2)c1,0,ChEMBL_Anticancer
CHEMBL100382,O=C(CCc1ccccc1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,1,ChEMBL_Anticancer
CHEMBL100387,CC(C)c1cccc(C(C)C)c1N1Cc2ccccc2C1=O,1,ChEMBL_Anticancer
CHEMBL100389,Cn1c(=O)c2nn(C3CCCCC3)nc2n(C)c1=O,0,ChEMBL_Anticancer
CHEMBL10039,O=C(N[C@H](C(=O)O)c1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,1,ChEMBL_Anticancer
CHEMBL100390,O=C(Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1)c1cc(F)ccc1F,1,ChEMBL_Anticancer
CHEMBL100391,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,1,ChEMBL_Anticancer
CHEMBL100395,CCNC(=O)CCCNC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,1,ChEMBL_Anticancer
CHEMBL1004,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0,ChEMBL_Anticancer
CHEMBL100402,Nc1ccc(C(=O)Nc2ccc(C(=O)N3CCC4(C=CCCC4)Cc4ccccc43)cc2)cc1,1,ChEMBL_Anticancer
CHEMBL100403,COc1cc(NC(=O)/C=C/c2ccc(F)cc2)ccc1-c1cnco1,1,ChEMBL_Anticancer
CHEMBL100405,CC(C)C[C@H](NC(=O)COc1ccc2ccccc2c1)C(=O)N[C@H]1CC(=O)OC1O,0,ChEMBL_Anticancer
CHEMBL100409,CC(C)C[C@H](NC(=O)COc1c(Cl)cc(Cl)c2ccccc12)C(=O)N[C@H]1CC(=O)OC1O,0,ChEMBL_Anticancer
CHEMBL100413,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,1,ChEMBL_Anticancer
CHEMBL100415,CCCCN(Cc1cncn1Cc1ccc(C#N)cc1)[C@H]1CCN(Cc2ccccc2)C1=O,1,ChEMBL_Anticancer
CHEMBL100417,N=C(N)Nc1ccc(Cl)c(N2CC(C(=O)NC(CC(=O)O)c3cccnc3)CC2=O)c1,1,ChEMBL_Anticancer
CHEMBL10042,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(CO)nc2)cc1,0,ChEMBL_Anticancer
CHEMBL100421,C[C@H]1O[C@@H](n2cc(-c3ccccc3)c3c(Nc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,1,ChEMBL_Anticancer
CHEMBL100422,COc1ccc(-c2cscc2-c2ccc(S(C)(=O)=O)cc2)cc1F,1,ChEMBL_Anticancer
CHEMBL100426,CC(C(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12)(c1ccccc1)c1ccccc1,1,ChEMBL_Anticancer
CHEMBL100428,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)COCc1ccccc1,1,ChEMBL_Anticancer
CHEMBL10043,O=C(NCCc1c2n(c3ccccc13)Cc1ccccc1-2)C1CC1,1,ChEMBL_Anticancer
CHEMBL100434,CC(C)c1ccc(N2CCN(CCn3c(=O)[nH]c4c([nH]c5ccccc54)c3=O)CC2)cc1,1,ChEMBL_Anticancer
CHEMBL100438,Cn1cc(NC(=O)[C@H]2CCC(N)=N2)cc1C(=O)NCCC(=N)N,0,ChEMBL_Anticancer
CHEMBL10044,COc1ccc(N(C)c2ccc(NC3=NCCN3)cc2)cc1,1,ChEMBL_Anticancer
CHEMBL100440,CCCn1c(=O)c2c(nnn2C2CCCCC2O)n(CCC)c1=O,0,ChEMBL_Anticancer
CHEMBL100441,Cc1cccc(CCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O)c1,1,ChEMBL_Anticancer
CHEMBL100443,Cc1cnc(NCC2(c3ccccn3)CC2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1,1,ChEMBL_Anticancer
CHEMBL100444,COc1ccc(/C=C/C(=O)N2C[C@@H](CCl)C3C2=CC(O)c2[nH]c(C)c(CN(C)C)c23)cc1,1,ChEMBL_Anticancer
CHEMBL100446,O=C(O)c1cc(-c2ccc3c(O)ccc(O)c3c2)ccc1O,0,ChEMBL_Anticancer
CHEMBL100447,O=C(Nc1ccc(C(=O)N2CCC3(C=CCCC3)Cc3ccccc32)cc1)c1c(Cl)cccc1Cl,1,ChEMBL_Anticancer
CHEMBL10045,Clc1ccc(Sc2ccc(CNC3=NCCN3)cc2)cc1,1,ChEMBL_Anticancer
CHEMBL100454,CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,0,ChEMBL_Anticancer
CHEMBL100456,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1.[O-][Cl+3]([O-])([O-])[O-],1,ChEMBL_Anticancer
CHEMBL100461,Oc1ccc(OCCNCc2ccccc2)cc1,0,ChEMBL_Anticancer
CHEMBL100463,CC1C2Cc3ccc(O)c(Cl)c3C1(C)CCN2Cc1ccccc1,1,ChEMBL_Anticancer
CHEMBL100469,CCSc1ccc(-c2cccc[n+]2[O-])c2c1C(=O)CC(C)C2,1,ChEMBL_Anticancer
CHEMBL100473,N#CC(=C(/N)Sc1ccccc1N)/C(C#N)=C(/N)Sc1ccccc1N,1,ChEMBL_Anticancer
